gene_id,annotation
group_0188_genome_005_0,DNA polymerase
group_0188_genome_006_0,DNA polymerase
group_0188_genome_007_0,DNA polymerase
group_0188_genome_007_1,DNA polymerase
group_0188_genome_008_0,DNA polymerase
group_0188_genome_010_0,DNA polymerase
group_0188_genome_011_0,DNA polymerase
group_0188_genome_013_0,DNA polymerase
group_0188_genome_014_0,DNA polymerase
group_0188_genome_015_0,unknown function
group_0188_genome_016_0,DNA polymerase
group_0188_genome_018_0,DNA polymerase
group_0188_genome_020_0,DNA polymerase
group_0188_genome_021_0,DNA polymerase
group_0188_genome_022_0,DNA polymerase
group_0188_genome_023_0,DNA polymerase
group_0188_genome_025_0,DNA polymerase
group_0188_genome_026_0,DNA polymerase
group_0188_genome_027_0,DNA polymerase
group_0188_genome_028_0,DNA polymerase
group_0189_genome_001_0,hypothetical protein
group_0189_genome_002_0,hypothetical protein
group_0189_genome_003_0,hypothetical protein
group_0189_genome_004_0,hypothetical protein
group_0189_genome_005_0,hypothetical protein
group_0189_genome_006_0,hypothetical protein
group_0189_genome_007_0,unknown function
group_0189_genome_008_0,hypothetical protein
group_0189_genome_009_0,hypothetical protein
group_0189_genome_010_0,hypothetical protein
group_0189_genome_011_0,hypothetical protein
group_0189_genome_012_0,hypothetical protein
group_0189_genome_013_0,hypothetical protein
group_0189_genome_014_0,hypothetical protein
group_0189_genome_015_0,hypothetical protein
group_0189_genome_016_0,hypothetical protein
group_0189_genome_017_0,hypothetical protein
group_0189_genome_018_0,hypothetical protein
group_0189_genome_019_0,hypothetical protein
group_0189_genome_020_0,hypothetical protein
group_0189_genome_021_0,membrane protein
group_0189_genome_022_0,membrane protein
group_0189_genome_023_0,hypothetical protein
group_0189_genome_025_0,hypothetical protein
group_0189_genome_026_0,hypothetical protein
group_0189_genome_027_0,hypothetical protein
group_0189_genome_028_0,hypothetical protein
group_0189_genome_029_0,hypothetical protein
group_0189_genome_030_0,hypothetical protein
group_0190_genome_001_0,hypothetical protein
group_0190_genome_002_0,efflux pump
group_0190_genome_003_0,efflux pump
group_0190_genome_004_0,efflux pump
group_0190_genome_005_0,efflux pump
group_0190_genome_006_0,efflux pump
group_0190_genome_007_0,efflux pump
group_0190_genome_008_0,efflux pump
group_0190_genome_009_0,efflux pump
group_0190_genome_010_0,efflux pump
group_0190_genome_011_0,hypothetical protein
group_0190_genome_012_0,efflux pump
group_0190_genome_012_1,efflux pump
group_0190_genome_013_0,efflux pump
group_0190_genome_014_0,membrane protein
group_0190_genome_015_0,efflux pump
group_0190_genome_016_0,efflux pump
group_0190_genome_017_0,unknown function
group_0190_genome_018_0,efflux pump
group_0190_genome_019_0,efflux pump
group_0190_genome_020_0,efflux pump
group_0190_genome_021_0,efflux pump
group_0190_genome_022_0,efflux pump
group_0190_genome_023_0,efflux pump
group_0190_genome_024_0,efflux pump
group_0190_genome_025_0,efflux pump
group_0190_genome_026_0,efflux pump
group_0190_genome_027_0,unknown function
group_0190_genome_028_0,efflux pump
group_0190_genome_029_0,efflux pump
group_0190_genome_030_0,efflux pump
group_0191_genome_004_0,flagellar protein
group_0191_genome_009_0,flagellar protein
group_0191_genome_020_0,flagellar protein
group_0191_genome_024_0,flagellar protein
group_0192_genome_001_0,hypothetical protein
group_0192_genome_002_0,DNA polymerase
group_0192_genome_003_0,DNA polymerase
group_0192_genome_005_0,DNA polymerase
group_0192_genome_006_0,DNA polymerase
group_0192_genome_007_0,DNA polymerase
group_0192_genome_008_0,DNA polymerase
group_0192_genome_009_0,DNA polymerase
group_0192_genome_010_0,DNA polymerase
group_0192_genome_011_0,DNA polymerase
group_0192_genome_012_0,DNA polymerase
group_0192_genome_013_0,DNA polymerase
group_0192_genome_015_0,DNA polymerase
group_0192_genome_017_0,DNA polymerase
group_0192_genome_018_0,DNA polymerase
group_0192_genome_021_0,DNA polymerase
group_0192_genome_024_0,DNA polymerase
group_0192_genome_025_0,DNA polymerase
group_0192_genome_026_0,DNA polymerase
group_0192_genome_030_0,DNA polymerase
group_0193_genome_001_0,efflux pump
group_0193_genome_002_0,efflux pump
group_0193_genome_006_0,unknown function
group_0193_genome_007_0,efflux pump
group_0193_genome_009_0,efflux pump
group_0193_genome_010_0,efflux pump
group_0193_genome_011_0,efflux pump
group_0193_genome_012_0,efflux pump
group_0193_genome_013_0,efflux pump
group_0193_genome_016_0,efflux pump
group_0193_genome_017_0,membrane protein
group_0193_genome_020_0,unknown function
group_0193_genome_021_0,efflux pump
group_0193_genome_023_0,efflux pump
group_0193_genome_024_0,efflux pump
group_0193_genome_025_0,efflux pump
group_0193_genome_026_0,efflux pump
group_0193_genome_027_0,unknown function
group_0193_genome_027_1,membrane protein
group_0193_genome_028_0,efflux pump
group_0193_genome_029_0,unknown function
group_0194_genome_001_0,beta-lactamase
group_0194_genome_005_0,beta-lactamase
group_0194_genome_006_0,beta-lactamase
group_0194_genome_007_0,beta-lactamase
group_0194_genome_007_1,beta-lactamase
group_0194_genome_015_0,beta-lactamase
group_0194_genome_017_0,beta-lactamase
group_0194_genome_018_0,beta-lactamase
group_0194_genome_021_0,beta-lactamase
group_0194_genome_022_0,beta-lactamase
group_0194_genome_023_0,membrane protein
group_0194_genome_024_0,membrane protein
group_0194_genome_025_0,unknown function
group_0194_genome_027_0,membrane protein
group_0194_genome_028_0,beta-lactamase
group_0194_genome_029_0,unknown function
group_0195_genome_001_0,unknown function
group_0195_genome_002_0,beta-lactamase
group_0195_genome_003_0,beta-lactamase
group_0195_genome_004_0,membrane protein
group_0195_genome_005_0,beta-lactamase
group_0195_genome_006_0,beta-lactamase
group_0195_genome_007_0,beta-lactamase
group_0195_genome_008_0,unknown function
group_0195_genome_009_0,hypothetical protein
group_0195_genome_010_0,beta-lactamase
group_0195_genome_011_0,beta-lactamase
group_0195_genome_012_0,beta-lactamase
group_0195_genome_013_0,beta-lactamase
group_0195_genome_014_0,beta-lactamase
group_0195_genome_015_0,beta-lactamase
group_0195_genome_016_0,beta-lactamase
group_0195_genome_017_0,beta-lactamase
group_0195_genome_018_0,beta-lactamase
group_0195_genome_019_0,beta-lactamase
group_0195_genome_020_0,beta-lactamase
group_0195_genome_021_0,beta-lactamase
group_0195_genome_022_0,beta-lactamase
group_0195_genome_023_0,unknown function
group_0195_genome_024_0,beta-lactamase
group_0195_genome_025_0,beta-lactamase
group_0195_genome_026_0,beta-lactamase
group_0195_genome_027_0,beta-lactamase
group_0195_genome_028_0,beta-lactamase
group_0195_genome_029_0,beta-lactamase
group_0195_genome_030_0,beta-lactamase
group_0196_genome_001_0,DNA polymerase
group_0196_genome_004_0,DNA polymerase
group_0196_genome_006_0,DNA polymerase
group_0196_genome_007_0,DNA polymerase
group_0196_genome_008_0,DNA polymerase
group_0196_genome_010_0,DNA polymerase
group_0196_genome_011_0,DNA polymerase
group_0196_genome_012_0,DNA polymerase
group_0196_genome_014_0,DNA polymerase
group_0196_genome_015_0,unknown function
group_0196_genome_016_0,DNA polymerase
group_0196_genome_018_0,DNA polymerase
group_0196_genome_019_0,unknown function
group_0196_genome_020_0,DNA polymerase
group_0196_genome_022_0,DNA polymerase
group_0196_genome_023_0,DNA polymerase
group_0196_genome_024_0,DNA polymerase
group_0196_genome_026_0,DNA polymerase
group_0196_genome_029_0,DNA polymerase
group_0196_genome_030_0,DNA polymerase
group_0197_genome_001_0,hypothetical protein
group_0197_genome_002_0,hypothetical protein
group_0197_genome_003_0,membrane protein
group_0197_genome_005_0,hypothetical protein
group_0197_genome_006_0,hypothetical protein
group_0197_genome_007_0,hypothetical protein
group_0197_genome_008_0,hypothetical protein
group_0197_genome_010_0,hypothetical protein
group_0197_genome_014_0,hypothetical protein
group_0197_genome_015_0,hypothetical protein
group_0197_genome_018_0,hypothetical protein
group_0197_genome_019_0,hypothetical protein
group_0197_genome_021_0,hypothetical protein
group_0197_genome_024_0,hypothetical protein
group_0197_genome_025_0,hypothetical protein
group_0197_genome_026_0,unknown function
group_0197_genome_028_0,hypothetical protein
group_0197_genome_030_0,hypothetical protein
group_0198_genome_013_0,membrane transporter
group_0198_genome_023_0,membrane transporter
group_0199_genome_023_0,beta-lactamase
group_0199_genome_027_0,beta-lactamase
group_0199_genome_028_0,beta-lactamase
group_0200_genome_002_0,hypothetical protein
group_0200_genome_005_0,hypothetical protein
group_0200_genome_006_0,hypothetical protein
group_0200_genome_009_0,hypothetical protein
group_0200_genome_010_0,hypothetical protein
group_0200_genome_012_0,hypothetical protein
group_0200_genome_013_0,hypothetical protein
group_0200_genome_014_0,hypothetical protein
group_0200_genome_016_0,unknown function
group_0200_genome_017_0,hypothetical protein
group_0200_genome_019_0,hypothetical protein
group_0200_genome_022_0,hypothetical protein
group_0200_genome_023_0,hypothetical protein
group_0200_genome_024_0,hypothetical protein
group_0200_genome_026_0,unknown function
group_0200_genome_029_0,hypothetical protein
group_0201_genome_001_0,flagellar protein
group_0201_genome_002_0,flagellar protein
group_0201_genome_003_0,flagellar protein
group_0201_genome_004_0,flagellar protein
group_0201_genome_005_0,flagellar protein
group_0201_genome_006_0,flagellar protein
group_0201_genome_007_0,flagellar protein
group_0201_genome_008_0,flagellar protein
group_0201_genome_009_0,flagellar protein
group_0201_genome_010_0,flagellar protein
group_0201_genome_011_0,flagellar protein
group_0201_genome_012_0,flagellar protein
group_0201_genome_013_0,hypothetical protein
group_0201_genome_014_0,flagellar protein
group_0201_genome_015_0,hypothetical protein
group_0201_genome_016_0,flagellar protein
group_0201_genome_017_0,hypothetical protein
group_0201_genome_018_0,flagellar protein
group_0201_genome_019_0,membrane protein
group_0201_genome_020_0,flagellar protein
group_0201_genome_021_0,flagellar protein
group_0201_genome_022_0,flagellar protein
group_0201_genome_023_0,flagellar protein
group_0201_genome_024_0,flagellar protein
group_0201_genome_025_0,flagellar protein
group_0201_genome_026_0,flagellar protein
group_0201_genome_027_0,flagellar protein
group_0201_genome_028_0,flagellar protein
group_0201_genome_029_0,flagellar protein
group_0201_genome_030_0,flagellar protein
group_0202_genome_007_0,flagellar protein
group_0202_genome_012_0,flagellar protein
group_0202_genome_025_0,flagellar protein
group_0202_genome_030_0,flagellar protein
group_0203_genome_001_0,beta-lactamase
group_0203_genome_002_0,membrane protein
group_0203_genome_003_0,beta-lactamase
group_0203_genome_004_0,beta-lactamase
group_0203_genome_005_0,beta-lactamase
group_0203_genome_006_0,beta-lactamase
group_0203_genome_007_0,beta-lactamase
group_0203_genome_008_0,beta-lactamase
group_0203_genome_009_0,beta-lactamase
group_0203_genome_010_0,beta-lactamase
group_0203_genome_011_0,unknown function
group_0203_genome_012_0,unknown function
group_0203_genome_013_0,beta-lactamase
group_0203_genome_013_1,hypothetical protein
group_0203_genome_014_0,beta-lactamase
group_0203_genome_015_0,unknown function
group_0203_genome_016_0,beta-lactamase
group_0203_genome_017_0,beta-lactamase
group_0203_genome_018_0,beta-lactamase
group_0203_genome_019_0,unknown function
group_0203_genome_020_0,beta-lactamase
group_0203_genome_020_1,membrane protein
group_0203_genome_021_0,beta-lactamase
group_0203_genome_022_0,beta-lactamase
group_0203_genome_023_0,beta-lactamase
group_0203_genome_025_0,beta-lactamase
group_0203_genome_026_0,beta-lactamase
group_0203_genome_027_0,beta-lactamase
group_0203_genome_028_0,beta-lactamase
group_0203_genome_029_0,beta-lactamase
group_0203_genome_030_0,beta-lactamase
group_0204_genome_001_0,flagellar protein
group_0204_genome_002_0,flagellar protein
group_0204_genome_003_0,flagellar protein
group_0204_genome_004_0,flagellar protein
group_0204_genome_005_0,flagellar protein
group_0204_genome_006_0,membrane protein
group_0204_genome_007_0,flagellar protein
group_0204_genome_008_0,flagellar protein
group_0204_genome_009_0,flagellar protein
group_0204_genome_010_0,flagellar protein
group_0204_genome_011_0,flagellar protein
group_0204_genome_012_0,flagellar protein
group_0204_genome_013_0,flagellar protein
group_0204_genome_014_0,flagellar protein
group_0204_genome_015_0,flagellar protein
group_0204_genome_016_0,flagellar protein
group_0204_genome_017_0,flagellar protein
group_0204_genome_018_0,unknown function
group_0204_genome_019_0,flagellar protein
group_0204_genome_020_0,flagellar protein
group_0204_genome_021_0,flagellar protein
group_0204_genome_022_0,flagellar protein
group_0204_genome_022_1,flagellar protein
group_0204_genome_023_0,flagellar protein
group_0204_genome_024_0,flagellar protein
group_0204_genome_025_0,flagellar protein
group_0204_genome_026_0,flagellar protein
group_0204_genome_027_0,hypothetical protein
group_0204_genome_028_0,flagellar protein
group_0204_genome_029_0,flagellar protein
group_0204_genome_030_0,flagellar protein
group_0205_genome_007_0,flagellar protein
group_0205_genome_009_0,flagellar protein
group_0205_genome_015_0,flagellar protein
group_0206_genome_001_0,hypothetical protein
group_0206_genome_002_0,flagellar protein
group_0206_genome_003_0,flagellar protein
group_0206_genome_004_0,flagellar protein
group_0206_genome_005_0,flagellar protein
group_0206_genome_006_0,flagellar protein
group_0206_genome_007_0,flagellar protein
group_0206_genome_008_0,flagellar protein
group_0206_genome_009_0,flagellar protein
group_0206_genome_011_0,flagellar protein
group_0206_genome_012_0,flagellar protein
group_0206_genome_013_0,flagellar protein
group_0206_genome_014_0,flagellar protein
group_0206_genome_015_0,membrane protein
group_0206_genome_016_0,flagellar protein
group_0206_genome_017_0,flagellar protein
group_0206_genome_018_0,flagellar protein
group_0206_genome_019_0,flagellar protein
group_0206_genome_020_0,flagellar protein
group_0206_genome_021_0,hypothetical protein
group_0206_genome_022_0,flagellar protein
group_0206_genome_023_0,hypothetical protein
group_0206_genome_024_0,flagellar protein
group_0206_genome_025_0,flagellar protein
group_0206_genome_026_0,flagellar protein
group_0206_genome_027_0,flagellar protein
group_0206_genome_028_0,flagellar protein
group_0206_genome_028_1,flagellar protein
group_0206_genome_029_0,flagellar protein
group_0206_genome_030_0,flagellar protein
group_0207_genome_003_0,flagellar protein
group_0207_genome_006_0,flagellar protein
group_0207_genome_007_0,flagellar protein
group_0207_genome_008_0,flagellar protein
group_0207_genome_010_0,flagellar protein
group_0207_genome_010_1,flagellar protein
group_0207_genome_011_0,flagellar protein
group_0207_genome_013_0,flagellar protein
group_0207_genome_015_0,flagellar protein
group_0207_genome_016_0,unknown function
group_0207_genome_018_0,flagellar protein
group_0207_genome_019_0,flagellar protein
group_0207_genome_022_0,flagellar protein
group_0207_genome_023_0,flagellar protein
group_0207_genome_026_0,flagellar protein
group_0207_genome_027_0,flagellar protein
group_0207_genome_028_0,flagellar protein
group_0207_genome_030_0,flagellar protein
group_0208_genome_003_0,DNA polymerase
group_0208_genome_015_0,DNA polymerase
group_0208_genome_026_0,DNA polymerase
group_0209_genome_001_0,hypothetical protein
group_0209_genome_002_0,hypothetical protein
group_0209_genome_003_0,hypothetical protein
group_0209_genome_003_1,hypothetical protein
group_0209_genome_004_0,hypothetical protein
group_0209_genome_004_1,hypothetical protein
group_0209_genome_005_0,hypothetical protein
group_0209_genome_006_0,hypothetical protein
group_0209_genome_007_0,hypothetical protein
group_0209_genome_008_0,hypothetical protein
group_0209_genome_009_0,hypothetical protein
group_0209_genome_010_0,hypothetical protein
group_0209_genome_011_0,hypothetical protein
group_0209_genome_012_0,unknown function
group_0209_genome_013_0,hypothetical protein
group_0209_genome_014_0,hypothetical protein
group_0209_genome_015_0,hypothetical protein
group_0209_genome_016_0,hypothetical protein
group_0209_genome_017_0,hypothetical protein
group_0209_genome_018_0,hypothetical protein
group_0209_genome_019_0,hypothetical protein
group_0209_genome_020_0,hypothetical protein
group_0209_genome_021_0,hypothetical protein
group_0209_genome_023_0,unknown function
group_0209_genome_024_0,membrane protein
group_0209_genome_025_0,hypothetical protein
group_0209_genome_026_0,hypothetical protein
group_0209_genome_027_0,hypothetical protein
group_0209_genome_028_0,hypothetical protein
group_0209_genome_029_0,hypothetical protein
group_0209_genome_030_0,hypothetical protein
group_0210_genome_001_0,hypothetical protein
group_0210_genome_002_0,hypothetical protein
group_0210_genome_003_0,hypothetical protein
group_0210_genome_004_0,hypothetical protein
group_0210_genome_005_0,hypothetical protein
group_0210_genome_006_0,hypothetical protein
group_0210_genome_007_0,hypothetical protein
group_0210_genome_008_0,hypothetical protein
group_0210_genome_009_0,hypothetical protein
group_0210_genome_009_1,hypothetical protein
group_0210_genome_010_0,unknown function
group_0210_genome_011_0,hypothetical protein
group_0210_genome_012_0,hypothetical protein
group_0210_genome_013_0,hypothetical protein
group_0210_genome_014_0,hypothetical protein
group_0210_genome_015_0,hypothetical protein
group_0210_genome_016_0,hypothetical protein
group_0210_genome_017_0,hypothetical protein
group_0210_genome_018_0,hypothetical protein
group_0210_genome_019_0,hypothetical protein
group_0210_genome_020_0,hypothetical protein
group_0210_genome_021_0,hypothetical protein
group_0210_genome_022_0,hypothetical protein
group_0210_genome_023_0,hypothetical protein
group_0210_genome_024_0,hypothetical protein
group_0210_genome_025_0,hypothetical protein
group_0210_genome_027_0,hypothetical protein
group_0210_genome_028_0,hypothetical protein
group_0210_genome_029_0,hypothetical protein
group_0210_genome_029_1,hypothetical protein
group_0210_genome_030_0,hypothetical protein
group_0211_genome_001_0,DNA polymerase
group_0211_genome_002_0,DNA polymerase
group_0211_genome_003_0,membrane protein
group_0211_genome_004_0,DNA polymerase
group_0211_genome_004_1,membrane protein
group_0211_genome_005_0,unknown function
group_0211_genome_006_0,DNA polymerase
group_0211_genome_007_0,hypothetical protein
group_0211_genome_008_0,DNA polymerase
group_0211_genome_009_0,DNA polymerase
group_0211_genome_010_0,hypothetical protein
group_0211_genome_011_0,DNA polymerase
group_0211_genome_012_0,DNA polymerase
group_0211_genome_013_0,DNA polymerase
group_0211_genome_014_0,DNA polymerase
group_0211_genome_015_0,DNA polymerase
group_0211_genome_017_0,unknown function
group_0211_genome_018_0,DNA polymerase
group_0211_genome_019_0,DNA polymerase
group_0211_genome_020_0,DNA polymerase
group_0211_genome_021_0,hypothetical protein
group_0211_genome_022_0,DNA polymerase
group_0211_genome_023_0,membrane protein
group_0211_genome_024_0,DNA polymerase
group_0211_genome_025_0,DNA polymerase
group_0211_genome_026_0,hypothetical protein
group_0211_genome_027_0,hypothetical protein
group_0211_genome_028_0,DNA polymerase
group_0211_genome_029_0,DNA polymerase
group_0211_genome_030_0,DNA polymerase
group_0212_genome_001_0,membrane transporter
group_0212_genome_003_0,membrane transporter
group_0212_genome_004_0,membrane transporter
group_0212_genome_005_0,membrane transporter
group_0212_genome_007_0,membrane transporter
group_0212_genome_008_0,membrane transporter
group_0212_genome_012_0,membrane transporter
group_0212_genome_013_0,membrane transporter
group_0212_genome_014_0,membrane transporter
group_0212_genome_017_0,membrane transporter
group_0212_genome_019_0,membrane transporter
group_0212_genome_021_0,membrane transporter
group_0212_genome_024_0,membrane transporter
group_0212_genome_025_0,membrane transporter
group_0212_genome_026_0,unknown function
group_0212_genome_029_0,membrane transporter
group_0212_genome_030_0,membrane transporter
group_0213_genome_001_0,DNA polymerase
group_0213_genome_001_1,DNA polymerase
group_0213_genome_002_0,DNA polymerase
group_0213_genome_003_0,membrane protein
group_0213_genome_004_0,DNA polymerase
group_0213_genome_005_0,DNA polymerase
group_0213_genome_006_0,DNA polymerase
group_0213_genome_007_0,DNA polymerase
group_0213_genome_008_0,DNA polymerase
group_0213_genome_009_0,DNA polymerase
group_0213_genome_010_0,DNA polymerase
group_0213_genome_011_0,DNA polymerase
group_0213_genome_012_0,hypothetical protein
group_0213_genome_013_0,DNA polymerase
group_0213_genome_015_0,DNA polymerase
group_0213_genome_016_0,DNA polymerase
group_0213_genome_017_0,DNA polymerase
group_0213_genome_018_0,DNA polymerase
group_0213_genome_019_0,DNA polymerase
group_0213_genome_020_0,DNA polymerase
group_0213_genome_021_0,DNA polymerase
group_0213_genome_022_0,DNA polymerase
group_0213_genome_023_0,DNA polymerase
group_0213_genome_024_0,DNA polymerase
group_0213_genome_025_0,DNA polymerase
group_0213_genome_026_0,DNA polymerase
group_0213_genome_027_0,DNA polymerase
group_0213_genome_028_0,DNA polymerase
group_0213_genome_029_0,DNA polymerase
group_0213_genome_030_0,DNA polymerase
group_0214_genome_001_0,hypothetical protein
group_0214_genome_002_0,hypothetical protein
group_0214_genome_003_0,hypothetical protein
group_0214_genome_004_0,hypothetical protein
group_0214_genome_005_0,hypothetical protein
group_0214_genome_006_0,hypothetical protein
group_0214_genome_007_0,hypothetical protein
group_0214_genome_010_0,unknown function
group_0214_genome_011_0,hypothetical protein
group_0214_genome_013_0,hypothetical protein
group_0214_genome_014_0,hypothetical protein
group_0214_genome_015_0,hypothetical protein
group_0214_genome_016_0,hypothetical protein
group_0214_genome_018_0,hypothetical protein
group_0214_genome_022_0,hypothetical protein
group_0214_genome_023_0,hypothetical protein
group_0214_genome_024_0,hypothetical protein
group_0214_genome_025_0,hypothetical protein
group_0214_genome_026_0,hypothetical protein
group_0214_genome_027_0,hypothetical protein
group_0214_genome_028_0,hypothetical protein
group_0214_genome_029_0,hypothetical protein
group_0214_genome_030_0,hypothetical protein
group_0215_genome_001_0,flagellar protein
group_0215_genome_002_0,flagellar protein
group_0215_genome_003_0,hypothetical protein
group_0215_genome_004_0,membrane protein
group_0215_genome_005_0,flagellar protein
group_0215_genome_008_0,flagellar protein
group_0215_genome_009_0,flagellar protein
group_0215_genome_010_0,flagellar protein
group_0215_genome_011_0,flagellar protein
group_0215_genome_012_0,membrane protein
group_0215_genome_013_0,flagellar protein
group_0215_genome_014_0,membrane protein
group_0215_genome_015_0,flagellar protein
group_0215_genome_016_0,flagellar protein
group_0215_genome_017_0,membrane protein
group_0215_genome_018_0,flagellar protein
group_0215_genome_018_1,flagellar protein
group_0215_genome_019_0,flagellar protein
group_0215_genome_020_0,flagellar protein
group_0215_genome_021_0,flagellar protein
group_0215_genome_022_0,flagellar protein
group_0215_genome_023_0,flagellar protein
group_0215_genome_023_1,flagellar protein
group_0215_genome_024_0,flagellar protein
group_0215_genome_025_0,flagellar protein
group_0215_genome_026_0,flagellar protein
group_0215_genome_027_0,flagellar protein
group_0215_genome_028_0,flagellar protein
group_0215_genome_029_0,flagellar protein
group_0215_genome_030_0,unknown function
group_0216_genome_003_0,virulence factor
group_0216_genome_005_0,virulence factor
group_0216_genome_007_0,virulence factor
group_0216_genome_009_0,virulence factor
group_0216_genome_010_0,virulence factor
group_0216_genome_014_0,virulence factor
group_0216_genome_016_0,virulence factor
group_0216_genome_017_0,virulence factor
group_0216_genome_019_0,virulence factor
group_0216_genome_024_0,virulence factor
group_0216_genome_025_0,virulence factor
group_0216_genome_026_0,virulence factor
group_0216_genome_028_0,virulence factor
group_0216_genome_028_1,hypothetical protein
group_0216_genome_029_0,virulence factor
group_0216_genome_030_0,virulence factor
group_0217_genome_001_0,membrane protein
group_0217_genome_002_0,beta-lactamase
group_0217_genome_003_0,beta-lactamase
group_0217_genome_004_0,membrane protein
group_0217_genome_005_0,beta-lactamase
group_0217_genome_006_0,beta-lactamase
group_0217_genome_007_0,beta-lactamase
group_0217_genome_008_0,hypothetical protein
group_0217_genome_009_0,beta-lactamase
group_0217_genome_010_0,beta-lactamase
group_0217_genome_011_0,beta-lactamase
group_0217_genome_012_0,beta-lactamase
group_0217_genome_013_0,beta-lactamase
group_0217_genome_014_0,beta-lactamase
group_0217_genome_015_0,beta-lactamase
group_0217_genome_016_0,beta-lactamase
group_0217_genome_017_0,beta-lactamase
group_0217_genome_018_0,hypothetical protein
group_0217_genome_019_0,beta-lactamase
group_0217_genome_020_0,beta-lactamase
group_0217_genome_021_0,beta-lactamase
group_0217_genome_022_0,beta-lactamase
group_0217_genome_023_0,beta-lactamase
group_0217_genome_024_0,beta-lactamase
group_0217_genome_025_0,beta-lactamase
group_0217_genome_026_0,beta-lactamase
group_0217_genome_027_0,membrane protein
group_0217_genome_028_0,beta-lactamase
group_0217_genome_029_0,beta-lactamase
group_0217_genome_030_0,beta-lactamase
group_0218_genome_001_0,hypothetical protein
group_0218_genome_002_0,hypothetical protein
group_0218_genome_005_0,hypothetical protein
group_0218_genome_006_0,hypothetical protein
group_0218_genome_007_0,hypothetical protein
group_0218_genome_008_0,hypothetical protein
group_0218_genome_011_0,hypothetical protein
group_0218_genome_012_0,hypothetical protein
group_0218_genome_014_0,hypothetical protein
group_0218_genome_019_0,hypothetical protein
group_0218_genome_022_0,membrane protein
group_0218_genome_025_0,hypothetical protein
group_0218_genome_027_0,hypothetical protein
group_0218_genome_028_0,hypothetical protein
group_0218_genome_029_0,membrane protein
group_0219_genome_001_0,flagellar protein
group_0219_genome_003_0,flagellar protein
group_0219_genome_004_0,flagellar protein
group_0219_genome_005_0,flagellar protein
group_0219_genome_006_0,flagellar protein
group_0219_genome_007_0,flagellar protein
group_0219_genome_008_0,flagellar protein
group_0219_genome_009_0,unknown function
group_0219_genome_010_0,flagellar protein
group_0219_genome_011_0,flagellar protein
group_0219_genome_012_0,flagellar protein
group_0219_genome_013_0,flagellar protein
group_0219_genome_014_0,flagellar protein
group_0219_genome_015_0,flagellar protein
group_0219_genome_016_0,flagellar protein
group_0219_genome_018_0,flagellar protein
group_0219_genome_020_0,flagellar protein
group_0219_genome_020_1,flagellar protein
group_0219_genome_023_0,flagellar protein
group_0219_genome_024_0,flagellar protein
group_0219_genome_026_0,flagellar protein
group_0219_genome_027_0,flagellar protein
group_0219_genome_028_0,flagellar protein
group_0219_genome_029_0,flagellar protein
group_0220_genome_001_0,hypothetical protein
group_0220_genome_002_0,hypothetical protein
group_0220_genome_003_0,hypothetical protein
group_0220_genome_004_0,hypothetical protein
group_0220_genome_005_0,hypothetical protein
group_0220_genome_006_0,hypothetical protein
group_0220_genome_007_0,hypothetical protein
group_0220_genome_008_0,hypothetical protein
group_0220_genome_009_0,hypothetical protein
group_0220_genome_010_0,hypothetical protein
group_0220_genome_011_0,hypothetical protein
group_0220_genome_012_0,unknown function
group_0220_genome_013_0,hypothetical protein
group_0220_genome_014_0,hypothetical protein
group_0220_genome_015_0,hypothetical protein
group_0220_genome_016_0,hypothetical protein
group_0220_genome_017_0,hypothetical protein
group_0220_genome_018_0,hypothetical protein
group_0220_genome_019_0,hypothetical protein
group_0220_genome_020_0,hypothetical protein
group_0220_genome_021_0,hypothetical protein
group_0220_genome_022_0,hypothetical protein
group_0220_genome_023_0,membrane protein
group_0220_genome_024_0,hypothetical protein
group_0220_genome_025_0,hypothetical protein
group_0220_genome_026_0,membrane protein
group_0220_genome_027_0,hypothetical protein
group_0220_genome_028_0,hypothetical protein
group_0220_genome_029_0,hypothetical protein
group_0220_genome_030_0,hypothetical protein
group_0220_genome_030_1,hypothetical protein
group_0221_genome_014_0,virulence factor
group_0223_genome_001_0,virulence factor
group_0223_genome_002_0,virulence factor
group_0223_genome_004_0,virulence factor
group_0223_genome_006_0,unknown function
group_0223_genome_007_0,virulence factor
group_0223_genome_008_0,virulence factor
group_0223_genome_009_0,virulence factor
group_0223_genome_010_0,virulence factor
group_0223_genome_011_0,virulence factor
group_0223_genome_012_0,virulence factor
group_0223_genome_013_0,unknown function
group_0223_genome_014_0,virulence factor
group_0223_genome_015_0,unknown function
group_0223_genome_016_0,virulence factor
group_0223_genome_017_0,virulence factor
group_0223_genome_018_0,virulence factor
group_0223_genome_019_0,virulence factor
group_0223_genome_020_0,hypothetical protein
group_0223_genome_021_0,virulence factor
group_0223_genome_022_0,virulence factor
group_0223_genome_023_0,virulence factor
group_0223_genome_024_0,virulence factor
group_0223_genome_024_1,virulence factor
group_0223_genome_025_0,virulence factor
group_0223_genome_026_0,virulence factor
group_0223_genome_027_0,virulence factor
group_0223_genome_028_0,virulence factor
group_0223_genome_029_0,virulence factor
group_0223_genome_030_0,hypothetical protein
group_0224_genome_001_0,hypothetical protein
group_0224_genome_002_0,hypothetical protein
group_0224_genome_003_0,hypothetical protein
group_0224_genome_004_0,hypothetical protein
group_0224_genome_005_0,hypothetical protein
group_0224_genome_006_0,hypothetical protein
